id,class,split,early_mean,early_trend,pairwise_correlation,branch_dispersion,late_mean
independent_053,independent,train,0.04528935185185185,0.0025231481481481494,0.0014221763060132914,0.0016199983038442233,0.04597222222222222
independent_054,independent,train,0.028483796296296295,0.0006712962962962983,0.0009523003887122161,0.0011424379172273616,0.02789351851851852
independent_055,independent,train,0.04251157407407408,-0.0007638888888888903,0.001909053914345491,0.0025807589970837648,0.043263888888888886
independent_056,independent,test,0.040532407407407406,0.0032407407407407385,0.0010717422178913786,0.0016379666268828235,0.04466435185185185
independent_057,independent,test,0.032928240740740744,0.001412037037037038,-0.0016792235481307084,0.0008017918408387965,0.03697916666666667
independent_058,independent,train,0.04332175925925926,-0.0006712962962962948,-0.0025466462561786938,0.0023499361091481163,0.041840277777777775
independent_059,independent,train,0.03965277777777778,0.0018055555555555533,-0.0004724061562566008,0.0019265879827155654,0.043993055555555556
independent_060,independent,test,0.04255787037037037,0.001597222222222222,-0.0020320031944747294,0.0018255877696600922,0.04788194444444444
independent_061,independent,train,0.02295138888888889,6.944444444444489e-05,-0.0006003953742395724,0.0006889248235848669,0.019814814814814816
independent_062,independent,train,0.028368055555555556,0.0017824074074074062,-0.00036738206070272727,0.001429901789364948,0.034722222222222224
independent_063,independent,train,0.02832175925925926,0.0014583333333333323,0.001409922430796012,0.0015315872119667502,0.0284375
independent_064,independent,test,0.024386574074074074,-0.0006250000000000006,-0.0029544788771125965,0.0009246953628413835,0.02400462962962963
independent_065,independent,train,0.015081018518518518,-0.0023842592592592596,0.0009774322296342212,0.0012365856870927441,0.013171296296296296
independent_066,independent,train,0.02457175925925926,-0.00016203703703703692,0.0007164963761062622,0.001262741559690915,0.024189814814814813
independent_067,independent,train,0.02375,0.001944444444444443,0.0023209041023257286,0.001751934067446713,0.02736111111111111
independent_068,independent,train,0.042881944444444445,0.001597222222222222,-0.0005497420790116888,0.001901779216669873,0.04626157407407407
independent_069,independent,train,0.01755787037037037,0.0005324074074074085,0.0007492299585503301,0.0011254262071789568,0.01832175925925926
independent_070,independent,test,0.03023148148148148,-0.0011111111111111113,0.0012856280821741516,0.0012712527979394433,0.030648148148148147
independent_071,independent,test,0.03293981481481482,0.0008333333333333318,-0.0017426140096461202,0.0015955439384528428,0.03753472222222222
independent_072,independent,train,0.02753472222222222,-0.00048611111111111077,0.002673360162795136,0.0007977719692264212,0.027766203703703703
independent_073,independent,train,0.027002314814814816,0.0020601851851851857,-0.0015962003132623714,0.0011517803024997163,0.02922453703703704
independent_074,independent,test,0.0366087962962963,0.004791666666666666,0.0010424448791406743,0.0014507352772474397,0.04136574074074074
independent_075,independent,train,0.02454861111111111,-0.0009490740740740744,-0.0019156109937212827,0.0016318623567481854,0.025451388888888888
independent_076,independent,test,0.016863425925925928,0.00150462962962963,0.002649298443599499,0.0009100932237556357,0.01733796296296296
independent_077,independent,train,0.04071759259259259,0.001574074074074075,0.000899002656428191,0.0004623838971166233,0.04344907407407408
independent_078,independent,test,0.04472222222222222,0.0018055555555555533,-0.00017726508177326678,0.0014027090192169549,0.04535879629629629
independent_079,independent,test,0.045925925925925926,0.0025462962962962965,-0.002161781648466857,0.0009544225985226073,0.05179398148148148
independent_080,independent,test,0.020949074074074075,0.0020370370370370386,0.0017151829760697365,0.0010933671924647729,0.024502314814814814
independent_081,independent,train,0.026585648148148146,-0.0014120370370370346,0.000910876252928455,0.0021353774587387206,0.02409722222222222
independent_082,independent,train,0.03494212962962963,0.0004398148148148165,-0.001118317771629582,0.0017701523745181785,0.03550925925925926
independent_083,independent,train,0.045208333333333336,-0.0006018518518518465,-7.805143062336588e-05,0.0017184284678673578,0.04914351851851852
independent_084,independent,train,0.028854166666666667,0.0006250000000000006,-3.664998597124391e-05,0.0010372204492238206,0.02789351851851852
independent_085,independent,train,0.024386574074074074,0.0012731481481481483,-0.002431563982942128,0.001551400908471625,0.02784722222222222
independent_086,independent,train,0.03824074074074074,-0.00106481481481481,-1.5161342169716283e-05,0.0026315687946522805,0.0366087962962963
independent_087,independent,test,0.017673611111111112,0.0012268518518518505,0.001976088062524743,0.001481797926273104,0.021087962962962965
independent_088,independent,test,0.022048611111111113,0.00034722222222222446,0.0009558352617734915,0.0008130735550779392,0.024444444444444446
independent_089,independent,test,0.037453703703703704,0.0012037037037037068,-0.0015219470407020588,0.002155141076353219,0.038530092592592595
independent_090,independent,test,0.025520833333333333,0.0020601851851851857,-0.0006412948805945438,0.000937357099305626,0.026458333333333334
independent_091,independent,train,0.016134259259259258,9.259259259259203e-05,0.0012217206303869416,0.0011855377803057295,0.01744212962962963
independent_092,independent,train,0.020902777777777777,-0.0008796296296296295,-0.0014922188105868212,0.0010432087351151616,0.021087962962962965
independent_093,independent,train,0.01662037037037037,0.0012499999999999976,0.0022438199331645666,0.0011033680822049056,0.02053240740740741
independent_094,independent,train,0.0421412037037037,0.0030787037037037016,-0.00028361869567834,0.0016650181533425458,0.04567129629629629
independent_095,independent,train,0.020104166666666666,-0.0009027777777777767,0.0016271187685354652,0.0010346341830140646,0.01787037037037037
independent_096,independent,test,0.04438657407407407,0.003865740740740746,-0.00027528574698366026,0.0013584137261927658,0.04775462962962963
independent_097,independent,train,0.0165625,6.944444444444489e-05,0.003647187320958734,0.0006667912370756518,0.014039351851851851
independent_098,independent,train,0.03395833333333333,0.002129629629629634,0.004835364440862587,0.002085775317782062,0.03635416666666667
independent_099,independent,train,0.02991898148148148,0.0011342592592592585,-0.0020075477228506397,0.0008011232629940837,0.03494212962962963
correlated_000,correlated,train,0.023645833333333335,-0.0022916666666666675,0.7628302971931787,0.0003271595839144115,0.023761574074074074
correlated_001,correlated,train,0.028217592592592593,-0.0037962962962962976,0.5361467919638906,0.0009428431414081618,0.026030092592592594
correlated_002,correlated,train,0.02070601851851852,-0.0023842592592592596,0.7168891435508181,0.0007648527869239249,0.018055555555555554
correlated_003,correlated,test,0.022766203703703705,0.004328703703703706,0.7112850939568404,0.0006699979462225137,0.02763888888888889
correlated_004,correlated,train,0.04186342592592593,0.007152777777777779,0.49108779833357996,0.0008300313955669911,0.04461805555555556
correlated_005,correlated,train,0.03225694444444444,0.003310185185185187,0.6065331456494344,0.0005573610707330789,0.03636574074074074
correlated_006,correlated,train,0.04849537037037037,0.0029166666666666646,0.4829009981577404,0.0011185610581805159,0.04704861111111111
correlated_007,correlated,train,0.02423611111111111,-0.0007407407407407432,0.679784577402563,0.0014740481921234237,0.024328703703703703
correlated_008,correlated,train,0.025231481481481483,-0.005648148148148149,0.6173378461050951,0.0006000685831859127,0.03130787037037037
correlated_009,correlated,train,0.03840277777777778,0.0023611111111111124,0.579908635518384,0.0007228006942590741,0.042395833333333334
correlated_010,correlated,train,0.03392361111111111,0.005347222222222225,0.6336527480231762,0.0011062175223662477,0.03256944444444444
correlated_011,correlated,train,0.043541666666666666,0.0,0.727192848021577,0.0008174279436578515,0.05287037037037037
correlated_012,correlated,test,0.042673611111111114,-0.0009490740740740744,0.4615056582989209,0.0014904513608019307,0.041666666666666664
correlated_013,correlated,train,0.030868055555555555,0.000347222222222221,0.6361054252431454,0.000746415617471585,0.037395833333333336
correlated_014,correlated,test,0.033483796296296296,0.00465277777777778,0.662232360426582,0.0006787382829349884,0.03377314814814815
correlated_015,correlated,train,0.026331018518518517,0.0015509259259259243,0.6803419758069421,0.0007606377222522107,0.025972222222222223
correlated_016,correlated,test,0.018298611111111113,0.0038657407407407425,0.6703430863771377,0.0011244735660541154,0.02179398148148148
correlated_017,correlated,train,0.020717592592592593,0.002592592592592591,0.680182807396948,0.0008252566421285132,0.024085648148148148
correlated_018,correlated,test,0.015370370370370371,0.003703703703703704,0.7699315992976082,0.0005298853306601663,0.015949074074074074
correlated_019,correlated,train,0.04101851851851852,0.0012500000000000011,0.8275287869571087,0.0008977184921141362,0.04040509259259259
correlated_020,correlated,train,0.02053240740740741,0.0012962962962962989,0.5584540271144689,0.0009719466099637511,0.02851851851851852
correlated_021,correlated,train,0.036516203703703703,0.004375000000000004,0.5476237766502511,0.0012151675435013681,0.04158564814814815
correlated_022,correlated,test,0.03207175925925926,-0.003541666666666665,0.6192799107536704,0.0007718267428115373,0.033993055555555554
correlated_023,correlated,test,0.03270833333333333,0.0007870370370370375,0.470903035948072,0.0005646440239652993,0.0365625
correlated_024,correlated,train,0.03954861111111111,-0.00039351851851851527,0.7844773802277218,0.0006619520471217043,0.04600694444444445
correlated_025,correlated,train,0.017916666666666668,-0.0007870370370370375,0.5381005698030965,0.0007081971546656643,0.019675925925925927
correlated_026,correlated,train,0.03347222222222222,-0.0006481481481481477,0.803320851344161,0.0009633635206798521,0.034340277777777775
correlated_027,correlated,train,0.02244212962962963,-0.00030092592592592324,0.7517258533496135,0.0006755730623848375,0.021574074074074075
correlated_028,correlated,train,0.017881944444444443,-0.001597222222222222,0.7584596193542315,0.0005327846891890694,0.018483796296296297
correlated_029,correlated,train,0.03679398148148148,0.0020138888888888914,0.7096387400448563,0.0010413451149792177,0.041296296296296296
correlated_030,correlated,train,0.022928240740740742,-0.003958333333333331,0.6734107897676566,0.0004007705947495554,0.0221875
correlated_031,correlated,train,0.027766203703703703,0.00451388888888889,0.465689504272922,0.0012563602762305033,0.03311342592592593
correlated_032,correlated,train,0.04134259259259259,0.002962962962962966,0.7592422594804832,0.0007870370370370363,0.03861111111111111
correlated_033,correlated,test,0.035381944444444445,-0.000347222222222221,0.7377235263668103,0.001026314335988318,0.030694444444444444
correlated_034,correlated,train,0.020381944444444446,0.004606481481481482,0.45122981328071854,0.0012503750294750391,0.021180555555555557
correlated_035,correlated,train,0.028078703703703703,-0.0011111111111111113,0.7465092327050387,0.0007301764025734953,0.02587962962962963
correlated_036,correlated,test,0.018032407407407407,-0.0015277777777777772,0.7879409682440001,0.000397582500863834,0.014386574074074074
correlated_037,correlated,test,0.028229166666666666,0.00826388888888889,0.45476077515504,0.0010950199613278505,0.03017361111111111
correlated_038,correlated,test,0.020462962962962964,0.00449074074074074,0.8208393697142793,0.0005964860521631999,0.021203703703703704
correlated_039,correlated,train,0.026041666666666668,-0.0030555555555555544,0.6084047630998859,0.0005293794734272813,0.025011574074074075
correlated_040,correlated,train,0.03822916666666667,-0.0036342592592592607,0.5623941632791613,0.0015336849184276237,0.042222222222222223
correlated_041,correlated,test,0.037592592592592594,-0.00013888888888888978,0.6023846403860488,0.0008965239227331998,0.037453703703703704
correlated_042,correlated,train,0.024583333333333332,-9.259259259259203e-05,0.6288378244809822,0.000807203508063088,0.022800925925925926
correlated_043,correlated,test,0.03712962962962963,-0.001388888888888884,0.7763186841098048,0.000914278595283866,0.043020833333333335
correlated_044,correlated,test,0.02582175925925926,0.0003009259259259267,0.7733715234457318,0.0004974159478459325,0.03025462962962963
correlated_045,correlated,train,0.022824074074074073,-0.003981481481481482,0.730447182672642,0.0005339149349384625,0.02417824074074074
correlated_046,correlated,test,0.023460648148148147,0.004282407407407408,0.5751170746072516,0.0008358212604111484,0.027141203703703702
correlated_047,correlated,train,0.0365625,0.0036342592592592607,0.4871017535148416,0.0013048966520892548,0.04238425925925926
correlated_048,correlated,train,0.04642361111111111,0.0028935185185185175,0.6371706195540744,0.0010485242380824417,0.0521875
correlated_049,correlated,train,0.04457175925925926,-0.0010879629629629642,0.7415123323166192,0.0008819869728251071,0.04289351851851852
correlated_050,correlated,train,0.03819444444444445,0.00041666666666666935,0.6455296378720287,0.0009247677942332495,0.035590277777777776
correlated_051,correlated,test,0.02451388888888889,0.000972222222222225,0.47796650996260326,0.0009818199102059485,0.027824074074074074
correlated_052,correlated,train,0.03958333333333333,-0.003981481481481482,0.7558336231515845,0.0009777181519417997,0.039733796296296295
correlated_053,correlated,test,0.038796296296296294,-0.004398148148148144,0.5159238985513602,0.0012019217579395535,0.03791666666666667
correlated_054,correlated,train,0.025891203703703704,0.0017824074074074062,0.5688221871011175,0.0004697135159190515,0.028171296296296295
correlated_055,correlated,test,0.0334375,0.005162037037037038,0.7100886395883113,0.0006981958857340592,0.031967592592592596
correlated_056,correlated,train,0.029131944444444443,0.0022453703703703733,0.7090210768451908,0.0008598376435814,0.029409722222222223
correlated_057,correlated,train,0.018599537037037036,0.000347222222222221,0.4852897199628314,0.0007849065663512022,0.020150462962962964
correlated_058,correlated,train,0.03050925925925926,-0.0010185185185185193,0.4989349152462971,0.0007991979861866705,0.03221064814814815
correlated_059,correlated,train,0.03365740740740741,-0.0010185185185185158,0.6481294916228186,0.0007421860899019171,0.03326388888888889
correlated_060,correlated,train,0.037627314814814815,-0.003541666666666665,0.7517287131663642,0.0010697725767247015,0.0350462962962963
correlated_061,correlated,test,0.02273148148148148,-0.0005555555555555557,0.6883627370995589,0.0008229809645662583,0.02784722222222222
correlated_062,correlated,test,0.02943287037037037,0.005486111111111112,0.5904708124282264,0.0008104331631082035,0.030428240740740742
correlated_063,correlated,train,0.0309375,0.0029398148148148118,0.5215522648181613,0.0008970467425767882,0.03300925925925926
correlated_064,correlated,test,0.022754629629629628,-0.004675925925925927,0.4495386061973701,0.0009021840402733837,0.024467592592592593
correlated_065,correlated,test,0.036377314814814814,0.0007175925925925891,0.7984733710679934,0.000512275369822471,0.045208333333333336
correlated_066,correlated,test,0.028252314814814813,0.0008101851851851846,0.7726876804671688,0.0007471331524774302,0.031435185185185184
correlated_067,correlated,test,0.040150462962962964,0.004699074074074078,0.6366371360728502,0.0014381223678071975,0.0427662037037037
correlated_068,correlated,train,0.04100694444444444,-0.0025694444444444436,0.7921133119476028,0.0005640505986579264,0.044710648148148145
correlated_069,correlated,train,0.021655092592592594,-0.001597222222222222,0.4856972011731637,0.0010009399517638597,0.024247685185185185
correlated_070,correlated,test,0.03785879629629629,0.00030092592592591977,0.8336462426549313,0.00047085290756500054,0.036967592592592594
correlated_071,correlated,train,0.03260416666666666,0.000532407407407405,0.5944675343147836,0.0008157054002938722,0.02962962962962963
correlated_072,correlated,test,0.024166666666666666,-0.0022222222222222227,0.7625029626196885,0.0007066822927071176,0.02767361111111111
correlated_073,correlated,train,0.03037037037037037,0.002175925925925925,0.8130833850027127,0.0006612433730132275,0.03125
correlated_074,correlated,train,0.02758101851851852,0.006689814814814815,0.7501876455633253,0.0006472174203711022,0.033796296296296297
correlated_075,correlated,train,0.02949074074074074,0.003518518518518518,0.8408543917014938,0.0008648861894569164,0.028819444444444446
correlated_076,correlated,train,0.016030092592592592,0.004004629629629629,0.6669116744235923,0.0005486404117820063,0.019143518518518518
correlated_077,correlated,train,0.017395833333333333,0.0011342592592592585,0.839003920751962,0.0004708529075650003,0.018703703703703705
correlated_078,correlated,train,0.02244212962962963,0.0021527777777777778,0.525924807886226,0.0005337894702592686,0.025416666666666667
correlated_079,correlated,test,0.033587962962962965,-0.0020370370370370386,0.6377710100775812,0.001049354347837328,0.03947916666666667
correlated_080,correlated,train,0.026539351851851852,0.003865740740740739,0.74216791530939,0.0006175611838867639,0.02210648148148148
correlated_081,correlated,train,0.04532407407407407,-0.0006018518518518534,0.6733242427625777,0.000702118096671439,0.04545138888888889
correlated_082,correlated,train,0.0355787037037037,0.0039351851851851805,0.5699922236521006,0.0015359978079795447,0.04056712962962963
correlated_083,correlated,train,0.04185185185185185,0.004583333333333335,0.5672709754137248,0.0012474253319729159,0.04600694444444445
correlated_084,correlated,train,0.04196759259259259,0.003194444444444444,0.4730152288620199,0.0013708316916197164,0.047002314814814816
correlated_085,correlated,test,0.04165509259259259,0.0008101851851851846,0.6984568559266066,0.0006097021847715708,0.045648148148148146
correlated_086,correlated,train,0.044305555555555556,0.004027777777777783,0.8100102336817517,0.0005726535591135645,0.05108796296296296
correlated_087,correlated,train,0.03467592592592592,-0.004398148148148144,0.738282558298586,0.0006262846878920682,0.038125
correlated_088,correlated,test,0.02497685185185185,-0.004814814814814817,0.5201741031940347,0.0007228006942590736,0.02351851851851852
correlated_089,correlated,train,0.040081018518518516,-0.0015046296296296266,0.6429400143817607,0.0013429417649396438,0.03763888888888889
correlated_090,correlated,train,0.03346064814814815,0.006458333333333333,0.7021773450877763,0.0008189833134414118,0.03744212962962963
correlated_091,correlated,test,0.018958333333333334,-0.0008333333333333318,0.7749142448359831,0.0007757220407461131,0.018564814814814815
correlated_092,correlated,train,0.026238425925925925,-0.0006250000000000006,0.6383341738491636,0.000987465922907017,0.02744212962962963
correlated_093,correlated,train,0.041157407407407406,0.00314814814814815,0.7048310387482755,0.0008307573354132574,0.04335648148148148
correlated_094,correlated,train,0.034513888888888886,-0.003148148148148143,0.6986745309145785,0.0010462860537027352,0.034861111111111114
correlated_095,correlated,train,0.01943287037037037,0.0017361111111111119,0.7402417519799597,0.0007641518907520404,0.01861111111111111
correlated_096,correlated,train,0.02715277777777778,0.003564814814814816,0.5840874114379748,0.0007631871074923391,0.029988425925925925
correlated_097,correlated,train,0.03815972222222222,-0.002662037037037039,0.7773224776932347,0.0006651820854398606,0.04026620370370371
correlated_098,correlated,test,0.026296296296296297,0.003703703703703702,0.443348026574696,0.0012439841520874451,0.03417824074074074
correlated_099,correlated,test,0.02877314814814815,0.0018518518518518545,0.617757979499021,0.0003975825008638347,0.026712962962962963
regenerative_000,regenerative,train,0.026400462962962962,-0.0030324074074074073,0.0017623651429496726,0.0021786023236710903,0.013888888888888888
regenerative_001,regenerative,train,0.04271990740740741,-0.001597222222222222,0.0005059410995799217,0.001290444380531583,0.020243055555555556
regenerative_002,regenerative,train,0.029456018518518517,-0.0016898148148148141,-0.0004002513078988857,0.001311450360875234,0.01712962962962963
regenerative_003,regenerative,test,0.040706018518518516,-0.0008101851851851846,0.00026620287088184884,0.0014388673642272008,0.023368055555555555
regenerative_004,regenerative,train,0.042199074074074076,0.0,9.20941914823105e-05,0.0009394270318381015,0.023796296296296298
regenerative_005,regenerative,train,0.036863425925925924,-0.0008564814814814789,0.00045347339145088747,0.0014592057208405811,0.022222222222222223
regenerative_006,regenerative,test,0.03238425925925926,-0.004305555555555559,-0.0019926444274484087,0.0013010412496663331,0.01607638888888889
regenerative_007,regenerative,train,0.035798611111111114,-0.0015046296296296266,0.0013080826285989356,0.0010566692265096009,0.02003472222222222
regenerative_008,regenerative,train,0.030462962962962963,-0.0006018518518518534,0.0008947187898277721,0.0014261964630323488,0.016712962962962964
regenerative_009,regenerative,train,0.02872685185185185,0.0006481481481481477,-0.00039778730489547544,0.0011990204478212843,0.01835648148148148
regenerative_010,regenerative,train,0.02903935185185185,0.0006712962962962948,-0.00020494759666069552,0.0014588384633702608,0.02008101851851852
regenerative_011,regenerative,train,0.018344907407407407,-0.0025694444444444436,0.0010706006380039638,0.0015634427882704205,0.009444444444444445
regenerative_012,regenerative,train,0.018368055555555554,0.001319444444444446,-0.0005942991747910004,0.001485770339953796,0.009976851851851851
regenerative_013,regenerative,test,0.031516203703703706,-0.003263888888888889,0.0034243020951123778,0.0008610831088636977,0.01363425925925926
regenerative_014,regenerative,train,0.04528935185185185,-0.0037731481481481505,0.0015895490002099243,0.0027375315530185755,0.0259375
regenerative_015,regenerative,train,0.019004629629629628,-0.0019444444444444466,-0.0008170177353050101,0.0015099620608611506,0.009675925925925926
regenerative_016,regenerative,train,0.03248842592592593,-0.0021990740740740755,0.0016617654673562981,0.0013016074233157743,0.01685185185185185
regenerative_017,regenerative,test,0.03229166666666667,-0.0010185185185185228,0.0007291252454810074,0.002022120257570458,0.021157407407407406
regenerative_018,regenerative,train,0.03854166666666667,-0.002083333333333333,-0.003538437551683435,0.002600743635081779,0.01818287037037037
regenerative_019,regenerative,train,0.033541666666666664,-0.004398148148148144,0.0007551682456480951,0.0017603249696088114,0.01601851851851852
regenerative_020,regenerative,test,0.031643518518518515,-0.003703703703703702,0.0016800700015151854,0.0010012744793463963,0.01857638888888889
regenerative_021,regenerative,train,0.026956018518518518,-0.0002083333333333312,-0.0003312336393620641,0.0014437004702042733,0.015868055555555555
regenerative_022,regenerative,train,0.024224537037037037,-0.002662037037037039,-0.0006240370295842631,0.0011702413452965273,0.012025462962962963
regenerative_023,regenerative,train,0.02212962962962963,0.0007407407407407397,0.0033441377595164966,0.0013473733528569678,0.011215277777777777
regenerative_024,regenerative,test,0.038425925925925926,-0.0007407407407407363,-0.0010566903532082915,0.0022125561380275036,0.02753472222222222
regenerative_025,regenerative,test,0.03194444444444444,-0.0009722222222222215,-0.002402200486178947,0.0009655858154913987,0.02053240740740741
regenerative_026,regenerative,test,0.027731481481481482,-0.0007407407407407432,0.001016402216413626,0.001959815785973771,0.011655092592592592
regenerative_027,regenerative,test,0.022094907407407407,-0.000532407407407405,-0.0004315238177126667,0.0012754083472880213,0.010659722222222221
regenerative_028,regenerative,test,0.029375,-0.0005092592592592614,0.0010326051729675728,0.002082690229958439,0.018414351851851852
regenerative_029,regenerative,train,0.01730324074074074,0.0005787037037037063,-2.2325235042402206e-06,0.0010231769519994489,0.009131944444444444
regenerative_030,regenerative,test,0.019560185185185184,-0.003518518518518518,-0.00014649242031051563,0.0011413234292241713,0.007094907407407407
regenerative_031,regenerative,test,0.03474537037037037,-0.004537037037037034,0.0013261084697488033,0.002326244928289433,0.01476851851851852
regenerative_032,regenerative,train,0.030081018518518517,-0.0017824074074074096,0.0020800615757051435,0.0016494984455106677,0.013368055555555555
regenerative_033,regenerative,train,0.01787037037037037,-0.002175925925925925,0.0032162667041748714,0.0011675481678628235,0.00832175925925926
regenerative_034,regenerative,train,0.02148148148148148,-0.0018981481481481453,-0.002433310618005942,0.0006975240358018219,0.011296296296296296
regenerative_035,regenerative,train,0.04362268518518519,-0.003124999999999996,0.0001295055905595459,0.0013822662321553419,0.024525462962962964
regenerative_036,regenerative,train,0.021041666666666667,-0.00046296296296296363,-0.0006376961031756059,0.001264278870779757,0.011550925925925926
